OverallQual,TotalBsmtSF,GrLivArea,MSZoning,Utilities,Neighborhood,GarageType,HouseStyle,SalePrice
6,735,2058,RM,AllPub,OldTown,Detchd,2.5Unf,129500
5,876,988,RL,AllPub,NAmes,Attchd,1Story,119000
7,2110,2110,RL,AllPub,NAmes,Attchd,1Story,244000
7,1405,1405,RL,AllPub,NridgHt,Attchd,1Story,171750
5,864,874,RL,AllPub,Mitchel,Attchd,1Story,130000
7,1192,2167,RL,AllPub,Veenker,Attchd,2Story,294000
7,746,1656,RL,AllPub,Edwards,BuiltIn,2Story,165400
6,884,1367,RM,AllPub,BrkSide,Detchd,1.5Fin,127500
8,1986,1987,RL,AllPub,NoRidge,Attchd,1Story,301500
5,864,864,RL,AllPub,Edwards,NA,1Story,99900
7,856,1166,RL,AllPub,Gilbert,Attchd,SLvl,190000
6,1054,1054,RL,AllPub,NAmes,Attchd,1Story,151000
6,841,1675,RL,AllPub,Gilbert,BuiltIn,2Story,181000
5,1050,1050,RL,AllPub,NAmes,Attchd,1Story,128900
4,1104,1788,RL,AllPub,ClearCr,Attchd,1.5Fin,161500
6,764,1824,RL,AllPub,BrkSide,Detchd,2Story,180500
6,1405,1337,RH,AllPub,NAmes,Attchd,1Story,181000
7,691,1452,FV,AllPub,Somerst,Detchd,2Story,183900
7,925,1889,RM,AllPub,OldTown,Detchd,2.5Unf,122000
9,2002,2018,RL,AllPub,Timber,Attchd,1Story,378500
8,728,3447,RL,AllPub,Crawfor,BuiltIn,1.5Fin,381000
5,874,1524,RL,AllPub,NAmes,Attchd,1.5Fin,144000
7,1332,1524,RL,AllPub,ClearCr,Attchd,1Story,260000
6,1489,1489,RL,AllPub,NWAmes,Attchd,1Story,185750
5,935,935,RL,AllPub,Sawyer,Attchd,1Story,137000
6,1019,1357,RL,AllPub,Edwards,Basment,SLvl,177000
5,661,1250,RL,AllPub,Crawfor,Detchd,1.5Fin,139000
5,928,1920,RL,AllPub,NAmes,Detchd,2Story,137000
6,723,1395,RL,AllPub,NWAmes,Attchd,2Story,162000
6,1680,1724,RL,AllPub,NWAmes,Attchd,SLvl,197900
8,1128,2031,RL,AllPub,CollgCr,Attchd,2Story,237000
4,698,1128,C (all),AllPub,IDOTRR,Detchd,1.5Fin,68400
7,1573,1573,RL,AllPub,CollgCr,Attchd,1Story,227000
7,1309,1339,RL,AllPub,Timber,Attchd,1Story,180000
5,1040,1040,RL,AllPub,CollgCr,Detchd,1Story,150500
6,912,1824,RL,AllPub,Mitchel,NA,2Story,139000
6,804,2447,RL,AllPub,SWISU,Detchd,1.5Fin,169000
6,780,1412,RM,AllPub,BrkSide,Detchd,1.5Fin,132500
6,1328,1328,RL,AllPub,NWAmes,Attchd,1Story,143000
5,1624,1582,RL,AllPub,ClearCr,Attchd,1Story,190000
8,1501,1659,RL,AllPub,StoneBr,Attchd,1Story,278000
8,1085,1970,RL,AllPub,NridgHt,BuiltIn,2Story,281000
5,1152,1152,RL,AllPub,NAmes,Attchd,SLvl,180500
5,630,1302,RM,AllPub,BrDale,Detchd,2Story,119500
5,994,2372,RM,AllPub,OldTown,Attchd,2Story,107500
7,832,1664,RL,AllPub,NWAmes,Attchd,2Story,162900
5,864,864,RL,AllPub,Edwards,Detchd,1Story,115000
5,1052,1052,RL,AllPub,NAmes,Attchd,1Story,138500
5,1120,1128,RL,AllPub,NAmes,Attchd,1Story,155000
6,547,1072,RM,AllPub,Edwards,Basment,SFoyer,140000
10,6110,5642,RL,AllPub,Edwards,Attchd,2Story,160000
5,1246,1246,RL,AllPub,NAmes,Attchd,1Story,154000
7,978,1983,RL,AllPub,Gilbert,Attchd,2Story,225000
6,771,1494,RL,AllPub,Crawfor,Attchd,2Story,177500
8,1165,2526,RL,AllPub,NoRidge,Attchd,2Story,290000
7,1616,1616,RL,AllPub,Somerst,Attchd,1Story,232000
7,976,1708,RM,AllPub,Edwards,Detchd,2Story,130000
9,1652,1652,RL,AllPub,NridgHt,Attchd,1Story,325000
7,1368,1368,RL,AllPub,NridgHt,Attchd,1Story,202500
5,990,990,RL,AllPub,CollgCr,Detchd,1Story,138000
5,924,1122,RM,AllPub,OldTown,Attchd,1Story,147000
6,1278,1294,RL,AllPub,SawyerW,Attchd,1Story,179200
7,1902,1902,RL,AllPub,Crawfor,Attchd,1Story,335000
7,1274,1274,RL,AllPub,CollgCr,Attchd,1Story,203000
8,1453,2810,RL,AllPub,NoRidge,Attchd,2Story,302000
9,1393,2599,RL,AllPub,NoRidge,BuiltIn,2Story,333168
4,948,948,RL,AllPub,Edwards,Detchd,1Story,119000
6,952,2112,RL,AllPub,NAmes,Attchd,2Story,206900
8,1622,1630,RL,AllPub,CollgCr,Attchd,1Story,295493
7,1352,1352,FV,AllPub,Somerst,Attchd,1Story,208900
8,1753,1787,RL,AllPub,CollgCr,Attchd,1Story,275000
4,864,948,RL,AllPub,Edwards,Attchd,1Story,111000
6,1478,1478,RL,AllPub,NAmes,Attchd,1Story,156500
3,0,720,RL,AllPub,BrkSide,Detchd,1Story,72500
7,750,1923,RL,AllPub,NoRidge,Attchd,2Story,190000
4,420,708,RL,AllPub,BrkSide,NA,1Story,82500
8,1795,1795,RL,AllPub,Somerst,Attchd,1Story,147000
4,796,796,RM,AllPub,IDOTRR,NA,1Story,55000
3,544,774,RH,AllPub,Edwards,NA,1Story,79000
5,816,816,RL,AllPub,Mitchel,Attchd,1Story,130500
6,1510,2792,RM,AllPub,OldTown,Detchd,1.5Fin,256000
7,935,1632,RL,AllPub,Gilbert,Attchd,2Story,176500
8,1588,1588,RL,AllPub,Somerst,Attchd,1Story,227000
5,911,954,RL,AllPub,CollgCr,Detchd,SLvl,132500
4,816,816,RL,AllPub,Edwards,Detchd,1Story,100000
5,803,1360,RM,AllPub,IDOTRR,Detchd,1.5Fin,125500
5,765,1365,RM,AllPub,BrDale,Attchd,2Story,125000
6,1350,1334,RL,AllPub,NWAmes,Attchd,1Story,167900
5,1656,1656,RL,AllPub,NWAmes,Detchd,1Story,135000
4,693,693,RM,AllPub,OldTown,NA,1Story,52500
7,916,1861,RL,AllPub,CollgCr,BuiltIn,2Story,200000
5,864,864,RL,AllPub,CollgCr,Attchd,1Story,128500
4,858,872,RL,AllPub,NAmes,Detchd,1Story,123000
6,1114,1114,RL,AllPub,SawyerW,Detchd,1Story,155000
8,1284,2169,RL,AllPub,CollgCr,Attchd,2Story,228500
6,896,1913,RL,AllPub,Crawfor,Detchd,1.5Fin,177000
7,728,1456,RL,AllPub,CollgCr,Attchd,2Story,155835
4,960,960,RM,AllPub,OldTown,Detchd,1Story,108500
7,1568,2156,RL,AllPub,NWAmes,Attchd,1Story,262500
8,1732,1776,RL,AllPub,Timber,Attchd,1Story,283463
7,1482,1494,RL,AllPub,SawyerW,Attchd,1Story,215000
8,684,2358,RM,AllPub,OldTown,NA,2Story,122000
5,1248,2634,RL,AllPub,NAmes,Detchd,2Story,200000
6,858,1716,RL,AllPub,NAmes,Attchd,2Story,171000
6,698,1176,RM,AllPub,BrkSide,Detchd,1.5Fin,134900
8,2033,3238,RL,AllPub,NoRidge,Attchd,1.5Fin,410000
7,992,1865,RL,AllPub,CollgCr,Attchd,2Story,235000
7,570,1920,RL,AllPub,NWAmes,Attchd,SLvl,170000
5,864,892,RL,AllPub,NAmes,Attchd,1Story,110000
5,1078,1078,RL,AllPub,NAmes,Attchd,1Story,149900
6,756,1573,FV,AllPub,Somerst,Detchd,2Story,177500
9,1980,1980,RL,AllPub,NridgHt,Attchd,1Story,315000
5,612,2601,RL,AllPub,SWISU,BuiltIn,2Story,189000
7,1530,1530,RL,AllPub,StoneBr,Attchd,1Story,260000
4,715,1738,RL,AllPub,NAmes,Attchd,1.5Fin,104900
6,616,1412,RL,AllPub,Gilbert,BuiltIn,2Story,156932
7,600,1200,FV,AllPub,Somerst,Detchd,2Story,144152
7,814,1674,FV,AllPub,Somerst,Attchd,2Story,216000
7,873,1790,RL,AllPub,CollgCr,Attchd,2Story,193000
5,757,1475,RM,AllPub,MeadowV,Attchd,2Story,127000
6,848,848,RM,AllPub,CollgCr,Attchd,1Story,144000
8,1657,1668,RL,AllPub,CollgCr,Attchd,1Story,232000
4,840,1374,RL,AllPub,OldTown,Detchd,1.5Fin,105000
6,992,1661,RL,AllPub,NAmes,BuiltIn,SLvl,165500
7,1108,2097,RL,AllPub,CollgCr,Detchd,2Story,274300
10,2633,2633,RL,AllPub,NoRidge,Attchd,1Story,466500
7,1026,1958,FV,AllPub,Somerst,Attchd,2Story,250000
8,1571,1571,RL,AllPub,Timber,Attchd,1Story,239000
6,768,790,RL,AllPub,SWISU,Detchd,1Story,91000
5,984,1604,RL,AllPub,Edwards,Detchd,1.5Fin,117000
6,483,987,RM,AllPub,BrDale,Detchd,2Story,83000
5,384,1394,RL,AllPub,Timber,BuiltIn,SLvl,167500
3,864,864,RL,AllPub,Edwards,Detchd,1Story,58500
6,1205,2117,RL,AllPub,NAmes,Attchd,1Story,237500
7,596,1762,RM,AllPub,OldTown,Detchd,2Story,157000
5,816,1416,RL,AllPub,Sawyer,Attchd,1Story,112000
6,560,1258,RL,AllPub,Edwards,Detchd,1.5Fin,105000
4,796,1154,RM,AllPub,IDOTRR,Detchd,1.5Fin,125500
7,1392,2784,RL,AllPub,NWAmes,Attchd,2Story,250000
6,714,2526,RM,AllPub,OldTown,Detchd,1.5Fin,136000
9,1746,1746,RL,AllPub,Gilbert,Attchd,1Story,377500
6,735,1218,RM,AllPub,BrkSide,Detchd,1.5Fin,131000
7,1525,1525,RL,AllPub,CollgCr,Attchd,1Story,235000
5,1584,1584,RL,AllPub,NAmes,Detchd,1Story,124000
5,864,900,RL,AllPub,NAmes,Attchd,SFoyer,123000
6,482,1912,RM,AllPub,OldTown,Detchd,1.5Fin,163000
7,1356,1500,RL,AllPub,Blmngtn,Attchd,1Story,246578
8,1094,2482,RL,AllPub,Timber,BuiltIn,2Story,281213
5,747,1687,RL,AllPub,Timber,Detchd,1Story,160000
5,939,1513,RM,AllPub,BrkSide,Detchd,2Story,137500
5,1208,1904,RL,AllPub,NAmes,Attchd,1.5Fin,138000
6,976,1608,RL,AllPub,SWISU,Detchd,1.5Fin,137450
6,862,1158,RM,AllPub,BrkSide,BuiltIn,1.5Fin,120000
6,839,1593,RL,AllPub,Gilbert,Attchd,2Story,193000
7,1286,1294,RL,AllPub,CollgCr,Attchd,1Story,193879
8,1485,1464,RL,AllPub,Somerst,Attchd,1Story,282922
3,672,1214,RL,AllPub,OldTown,Detchd,1.5Fin,105000
8,1594,1646,RM,AllPub,Crawfor,Attchd,1Story,275000
5,768,768,RL,AllPub,CollgCr,Detchd,SFoyer,133000
5,833,833,RL,AllPub,Mitchel,NA,1Story,112000
4,622,1363,RM,AllPub,OldTown,Detchd,2Story,125500
7,791,2093,RL,AllPub,NWAmes,Attchd,2Story,215000
7,944,1840,RL,AllPub,CollgCr,Attchd,2Story,230000
6,856,1668,RL,AllPub,NAmes,Attchd,1.5Fin,140000
4,0,1040,RL,AllPub,NAmes,Detchd,1Story,90000
8,1844,1844,RL,AllPub,SawyerW,Attchd,1Story,257000
6,833,1848,RL,AllPub,BrkSide,Detchd,1.5Fin,207000
7,1386,1569,RL,AllPub,Blmngtn,Attchd,1Story,175900
4,777,2290,RM,AllPub,OldTown,Detchd,2Story,122500
8,1284,2450,RL,AllPub,NoRidge,Attchd,2Story,340000
5,1144,1144,RL,AllPub,NAmes,Detchd,1Story,124000
6,1844,1844,RL,AllPub,Crawfor,Attchd,1Story,223000
6,708,1416,RL,AllPub,NWAmes,Attchd,2Story,179900
6,1069,1069,RL,AllPub,NPkVill,Attchd,1Story,127500
6,848,848,RM,AllPub,CollgCr,Attchd,1Story,136500
6,697,2201,RL,AllPub,Edwards,Attchd,SLvl,274970
5,1024,1344,RL,AllPub,NAmes,Detchd,1Story,144000
6,1252,1252,RL,AllPub,NAmes,Detchd,1Story,142000
7,1223,2127,RL,AllPub,NoRidge,Attchd,2Story,271000
5,913,1558,RL,AllPub,NAmes,Attchd,1.5Fin,140000
5,788,804,RM,AllPub,OldTown,Attchd,1Story,119000
6,1440,1440,RL,AllPub,NWAmes,Attchd,1Story,182900
5,732,1838,RL,AllPub,Gilbert,BuiltIn,2Story,192140
6,958,958,RL,AllPub,NPkVill,Attchd,1Story,143750
4,656,968,RL,AllPub,OldTown,Detchd,1Story,64500
6,936,1792,RL,AllPub,Gilbert,Attchd,2Story,186500
5,1126,1126,RL,AllPub,Mitchel,Attchd,1Story,160000
6,1319,1537,RL,AllPub,NAmes,Attchd,1Story,174000
4,864,864,RL,AllPub,NAmes,Detchd,1Story,120500
8,1932,1932,RL,AllPub,NridgHt,Attchd,1Story,394617
6,912,1236,RM,AllPub,OldTown,Attchd,1Story,149700
7,539,1725,RL,AllPub,NWAmes,Attchd,SLvl,197000
6,588,2555,RL,AllPub,Crawfor,Detchd,2.5Fin,191000
6,848,848,RM,AllPub,CollgCr,Attchd,1Story,149300
10,1017,2007,FV,AllPub,Somerst,Attchd,2Story,310000
6,952,952,RL,AllPub,BrkSide,Detchd,1.5Unf,121000
7,1422,1422,RL,AllPub,CollgCr,Attchd,1Story,179600
6,814,913,RL,AllPub,Sawyer,Detchd,SFoyer,129000
5,1188,1188,RL,AllPub,Mitchel,Attchd,1Story,157900
8,1220,2090,RL,AllPub,CollgCr,Attchd,2Story,240000
4,560,1346,RL,AllPub,Edwards,Detchd,2Story,112000
5,630,630,RM,AllPub,MeadowV,NA,SFoyer,92000
5,896,1792,RL,AllPub,NAmes,NA,2Story,136000
8,1573,1578,RL,AllPub,Somerst,Attchd,1Story,287090
5,547,1072,RM,AllPub,Edwards,Basment,SLvl,145000
5,1140,1140,RL,AllPub,Mitchel,NA,1Story,84500
7,1221,1221,FV,AllPub,Somerst,Attchd,1Story,185000
6,953,1647,RL,AllPub,Gilbert,Attchd,2Story,175000
6,1542,2073,RL,AllPub,NWAmes,Attchd,1Story,210000
7,1152,2340,RL,AllPub,Crawfor,Attchd,2Story,266500
5,1078,1078,RL,AllPub,NAmes,Attchd,1Story,142125
5,1256,1256,RL,AllPub,Edwards,Attchd,1Story,147500
